id,item1,item2,item3,item4,item5,item6,item7,item8,item9
698,0,0,0,0,0,0,1,0,1
699,1,0,0,0,0,0,0,0,0
700,1,1,1,0,0,1,0,0,0
701,1,0,0,0,0,0,0,0,0
702,0,1,0,0,0,0,0,0,0
703,1,0,1,0,0,0,1,0,1
704,1,0,1,1,1,1,1,1,0
705,1,0,0,0,0,0,0,0,0
706,1,0,0,0,0,0,0,0,1
707,1,1,0,0,0,0,0,0,0
708,1,0,0,0,0,1,0,0,0
709,0,0,0,0,0,0,0,0,0
710,0,0,0,0,0,1,0,0,0
711,1,0,0,0,0,1,0,0,0
712,1,0,0,0,1,0,0,0,0
713,0,0,0,0,0,0,1,0,0
714,1,0,1,0,0,1,0,0,0
715,0,0,0,0,0,0,0,0,0
716,0,0,0,0,0,1,0,0,0
717,1,0,0,0,0,0,1,0,1
718,0,0,0,1,1,0,0,0,0
719,1,1,0,0,0,0,0,0,0
720,1,0,0,1,0,1,0,0,0
721,1,1,0,0,1,0,0,1,1
722,1,0,1,0,0,0,0,0,1
723,1,1,0,0,0,0,0,1,0
724,1,0,1,0,0,0,1,1,0
725,0,0,0,0,0,0,0,0,0
726,1,1,0,0,0,0,1,1,1
727,0,0,0,1,0,0,0,0,1
728,1,0,0,0,0,0,0,1,1
729,1,0,0,0,0,0,0,0,1
730,1,0,0,0,1,0,0,0,0
731,0,0,0,0,0,0,0,0,0
732,1,0,0,0,0,1,0,0,0
733,1,0,0,0,0,0,0,1,0
734,1,1,0,0,0,1,0,0,0
735,0,1,0,0,0,0,0,1,0
736,1,1,0,1,1,0,1,0,0
737,1,1,1,0,0,0,0,0,0
738,1,1,0,0,0,1,0,0,0
739,0,0,0,0,0,0,0,0,1
740,1,1,0,0,0,1,1,0,0
741,1,0,0,0,0,0,0,1,1
742,1,1,1,0,0,0,0,0,0
743,1,0,0,0,0,0,1,0,0
744,1,0,0,0,1,0,0,0,0
745,1,0,1,0,1,1,1,1,1
746,1,0,1,0,0,0,0,0,0
747,0,0,0,0,0,0,0,0,0
748,0,0,0,0,1,1,0,0,0
749,1,0,0,0,0,0,0,0,1
750,1,0,0,0,1,0,0,0,1
751,0,0,0,0,0,0,0,0,0
752,1,0,0,0,0,0,0,0,0
753,1,1,0,0,0,1,0,0,1
754,1,0,0,0,0,0,0,0,1
755,1,0,0,0,0,1,0,1,0
756,0,0,0,0,0,0,1,0,0
757,1,0,0,0,0,0,0,0,0
758,1,0,0,0,0,0,0,0,1
759,1,1,1,0,0,1,0,1,0
760,0,0,0,0,0,0,0,0,0
761,1,0,0,0,0,0,0,0,0
762,1,0,0,0,0,0,0,0,0
763,1,0,0,0,0,0,0,0,0
764,1,0,1,0,0,1,0,1,1
765,0,0,0,0,1,1,1,0,1
766,1,0,0,0,0,0,0,0,0
767,1,1,0,0,0,0,0,0,0
768,1,0,0,0,0,0,0,1,1
769,0,0,1,0,1,0,0,1,0
770,1,1,0,0,1,0,0,1,0
771,1,1,0,0,1,0,1,0,1
772,1,0,0,0,0,0,0,0,1
773,0,0,0,0,0,0,0,0,0
774,1,0,0,0,0,0,0,0,0
775,1,1,0,0,0,1,0,0,1
776,1,1,0,0,0,1,0,1,0
777,0,0,0,0,0,0,0,0,0
778,1,0,0,0,0,0,0,0,0
779,1,0,0,0,0,1,0,0,0
780,0,0,0,0,0,0,0,0,0
781,0,0,0,1,0,0,0,0,0
782,1,1,1,0,1,1,0,0,1
783,1,0,1,0,1,1,1,1,0
784,1,0,0,0,0,0,0,0,1
785,1,0,0,0,0,0,0,0,0
786,1,0,0,0,0,1,0,0,1
787,1,1,0,1,0,0,0,0,1
788,0,0,0,1,0,0,0,0,0
789,1,0,0,0,0,0,0,0,1
790,1,0,0,0,0,0,0,0,0
791,1,1,0,1,0,1,0,0,0
792,1,0,0,0,0,1,0,1,1
793,1,0,0,0,1,1,0,0,0
794,1,0,0,0,0,0,0,1,0
795,1,0,0,0,0,1,0,0,0
796,1,1,0,0,0,0,0,0,0
797,1,1,0,0,0,0,0,0,0
798,0,0,0,0,0,0,0,1,0
799,1,1,0,0,0,0,0,0,0
800,1,0,0,1,1,1,0,1,0
801,1,0,0,0,0,1,1,0,0
802,0,1,0,0,0,0,0,0,1
803,1,0,0,1,0,0,0,0,0
804,0,0,0,0,0,0,0,0,0
805,1,1,0,0,1,1,1,1,1
806,1,1,0,0,0,0,0,1,0
807,0,0,0,0,0,0,0,0,0
808,1,0,0,0,0,0,0,0,1
809,1,1,1,0,0,1,1,1,0
810,0,0,0,0,1,1,0,0,1
811,1,0,0,0,1,1,0,0,0
812,1,0,0,0,0,0,0,0,0
813,0,1,0,0,0,0,0,0,0
814,0,0,0,0,0,0,0,0,0
815,0,0,0,0,0,1,0,0,1
816,1,0,0,0,0,1,0,0,0
817,0,1,0,0,0,1,0,0,0
818,1,0,1,0,0,1,1,0,0
819,1,0,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0,1,0
821,1,0,0,0,1,0,0,0,0
822,1,0,0,0,0,1,0,0,0
823,0,0,0,0,0,0,0,0,0
824,1,0,1,0,0,0,1,0,0
825,1,0,0,0,0,0,0,0,1
826,1,1,0,0,0,1,0,1,1
827,1,0,0,0,0,0,0,0,0
828,0,0,0,1,0,0,0,0,0
829,1,0,0,0,0,1,0,0,0
830,0,0,0,0,0,0,1,1,0
831,1,0,0,0,0,0,0,0,1
832,0,0,0,0,0,1,0,0,0
833,1,0,1,0,1,0,1,1,1
834,1,1,0,0,0,0,0,0,0
835,1,1,0,0,1,0,1,0,1
836,1,1,0,0,0,0,1,0,1
837,1,1,0,0,0,0,0,1,1
838,1,0,0,0,0,1,0,1,0
839,1,1,0,0,0,1,0,0,0
840,0,0,0,0,0,0,0,0,0
841,1,0,0,0,0,0,0,0,0
842,1,1,1,0,1,0,1,1,1
843,0,0,0,0,0,0,0,0,0
844,1,0,0,0,0,0,0,0,1
845,0,0,0,0,0,0,0,0,0
846,1,0,0,0,1,1,0,1,1
847,1,1,0,1,0,0,1,0,0
848,0,0,0,0,0,0,0,0,0
849,1,0,0,0,1,0,0,0,0
850,1,1,1,0,0,1,0,0,0
851,0,0,0,1,0,0,0,0,1
852,1,0,0,0,0,1,0,0,0
853,1,1,0,0,0,1,0,0,1
854,1,0,0,0,1,0,1,0,0
855,0,0,0,0,0,0,0,0,0
856,1,0,0,0,0,0,0,0,1
857,1,0,0,0,1,0,0,0,0
858,1,0,0,0,0,1,0,0,0
859,0,1,1,1,1,0,0,1,0
860,1,0,0,0,0,0,1,0,0
861,1,1,1,0,0,0,0,0,1
862,1,0,0,0,1,0,0,0,1
863,1,0,0,1,1,0,1,0,0
864,0,0,0,0,0,0,1,0,0
865,0,1,0,0,0,0,1,0,1
866,1,0,0,0,0,0,0,0,0
867,1,1,0,0,0,0,0,0,0
868,1,0,0,0,0,0,0,0,0
869,1,0,0,0,0,0,0,1,1
870,0,0,0,0,0,0,0,1,0
871,1,1,0,0,0,1,0,0,0
872,1,0,0,0,1,0,0,1,0
873,1,0,0,0,0,1,0,0,0
874,1,0,1,0,0,0,0,0,0
875,0,0,0,0,0,0,0,0,0
876,0,0,0,0,0,0,0,0,1
877,1,0,0,0,1,1,0,0,1
878,1,1,0,0,1,1,0,0,0
879,1,0,0,0,0,0,1,0,0
880,1,1,0,0,0,1,0,0,0
881,0,0,0,0,0,0,0,0,0
882,1,0,0,0,0,0,0,0,1
883,1,0,0,0,0,0,0,0,0
884,1,0,0,0,0,0,0,0,0
885,1,0,0,0,0,0,0,0,1
886,1,1,0,0,0,1,0,0,0
887,0,1,0,0,0,0,0,0,0
888,0,1,0,0,0,0,0,0,0
889,1,0,0,0,0,0,0,1,0
890,0,1,0,0,0,1,0,0,1
891,0,0,0,0,0,0,0,1,0
892,1,0,0,0,1,0,0,0,0
893,0,0,0,0,0,1,1,0,0
894,0,0,0,0,0,0,0,1,0
895,0,0,0,0,0,0,0,0,1
896,1,0,0,1,1,0,0,0,1
897,1,0,0,0,0,0,0,0,1
898,1,0,0,0,0,0,0,0,1
899,1,0,0,0,0,0,0,1,0
900,0,1,1,0,1,0,0,0,0
901,0,0,0,0,0,0,0,0,0
902,1,0,0,0,0,1,0,1,1
903,1,0,0,0,0,1,0,0,0
904,1,1,0,0,0,0,0,0,1
905,1,0,0,0,0,1,0,1,0
906,1,1,0,1,0,1,0,1,1
907,0,0,0,0,0,0,0,0,0
908,0,0,0,0,0,0,1,0,0
909,1,1,0,0,0,1,0,1,0
910,1,1,0,0,0,0,0,0,0
911,1,1,0,0,0,0,0,0,0
912,0,0,0,0,0,0,0,0,0
913,0,0,0,0,0,1,0,0,0
914,1,0,1,0,1,0,0,0,0
915,1,0,0,0,1,0,0,0,0
916,1,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,0,0,0
918,1,1,0,0,0,0,1,0,0
919,0,0,0,0,0,0,0,0,0
920,0,0,0,0,0,0,0,1,0
921,0,0,0,0,1,1,0,0,0
922,0,0,0,0,0,1,0,0,0
923,1,1,0,0,0,0,0,1,0
924,1,0,0,0,1,0,0,0,0
925,0,0,0,0,1,0,0,0,0
926,0,0,0,0,0,0,0,0,0
927,1,0,0,0,0,1,0,0,1
928,1,0,0,0,1,1,1,0,0
929,1,1,1,0,1,0,0,0,0
930,0,0,1,0,0,0,0,0,0
931,0,0,0,0,0,0,0,0,0
932,1,1,0,0,1,0,0,0,0
933,0,0,0,0,0,0,0,0,0
934,0,1,1,0,0,0,0,0,0
935,1,0,0,0,0,0,0,0,0
936,1,1,0,0,1,0,0,0,1
937,1,0,0,0,0,0,0,0,0
938,0,0,0,0,0,0,0,0,0
939,1,1,0,0,0,0,0,0,1
940,0,1,0,0,0,0,0,0,0
941,0,0,0,0,0,0,0,0,0
942,0,0,0,0,0,0,0,0,0
943,1,0,0,0,0,0,1,0,0
944,1,0,0,0,0,1,0,0,1
945,1,0,0,0,1,0,0,0,0
946,1,0,0,1,0,0,0,0,1
947,0,0,0,0,0,0,0,0,0
948,1,0,1,0,0,1,0,0,1
949,0,0,0,0,0,0,0,0,0
950,0,0,0,1,0,1,0,0,0
951,1,1,0,1,0,1,0,0,0
952,1,0,0,0,0,0,1,0,0
953,1,0,0,0,0,0,0,0,0
954,1,0,0,1,0,1,0,0,1
955,1,1,1,1,0,0,0,0,0
956,1,1,0,0,0,0,0,0,0
957,1,1,0,0,0,0,0,0,0
958,0,0,0,0,0,0,0,0,0
959,1,0,0,0,1,0,0,0,1
960,1,1,0,0,0,1,0,1,0
961,0,0,0,0,0,0,0,1,0
962,1,0,0,0,0,0,0,0,1
963,1,0,0,0,1,0,0,0,1
964,1,0,0,0,0,1,0,0,0
965,1,0,0,0,0,0,0,0,0
966,1,0,0,0,0,0,0,0,0
967,1,0,0,0,0,1,0,0,1
968,0,1,0,0,0,0,0,0,0
969,1,1,0,1,1,1,1,0,0
970,1,0,0,0,0,0,0,0,0
971,1,0,0,0,0,0,0,0,1
972,1,0,0,0,0,1,0,0,0
973,1,0,1,0,0,1,0,0,0
974,0,0,0,0,0,0,0,0,1
975,1,1,0,0,1,1,0,1,0
976,1,0,0,0,0,0,0,0,0
977,1,1,0,0,0,0,0,0,0
978,0,0,0,0,0,0,0,0,0
979,1,0,0,0,0,1,0,0,0
980,0,0,0,0,0,1,0,0,0
981,0,0,0,0,1,0,0,0,0
982,0,1,0,0,1,1,0,0,0
983,1,1,0,0,0,0,0,0,0
984,0,0,0,0,0,0,0,0,0
985,1,0,1,0,0,0,0,0,0
986,0,1,0,0,0,0,1,0,1
987,1,0,0,0,0,0,0,0,0
988,0,0,0,0,0,0,1,0,0
989,1,0,0,0,1,1,0,0,0
990,1,0,0,0,0,1,0,0,0
991,0,0,0,0,0,0,1,0,0
992,1,0,0,0,0,0,0,0,1
993,1,1,0,0,1,1,0,1,0
994,1,1,0,0,0,0,0,0,1
995,1,0,0,0,1,0,0,0,1
996,1,1,0,0,1,0,0,0,0
997,0,1,0,0,0,0,0,0,0
998,1,0,0,0,0,1,0,0,0
999,1,0,0,0,1,0,0,0,0
1000,1,0,0,0,1,0,0,0,0
